Head,Rel,Tail
말이 토막토막 쪼개져서 나온다,NegEnv,짜증나다
울음이 터져 나온다,PosEnv,안도하다
울음이 터져 나온다,PosEnv,감동받다
울음이 터져 나온다,NegEnv,슬프다
울음이 터져 나온다,NegEnv,겁에 질리다
울음이 터져 나온다,NegEnv,그리워하다
땀이 난다,PosEnv,긴장하다
땀이 난다,PosEnv,신나다
땀이 난다,PosEnv,흥분하다
땀이 난다,NegEnv,초조하다
땀이 난다,NegEnv,당황하다
발바닥에 땀이 난다,PosEnv,긴장하다
발바닥에 땀이 난다,NegEnv,불안하다
발바닥에 땀이 난다,NegEnv,긴장하다
입술을 씹어 피가 난다,NegEnv,두렵다
입술을 씹어 피가 난다,NegEnv,불안하다
난입한다,PosEnv,흥분하다
난입한다,NegEnv,분노하다
난입한다,NegEnv,화나다
목소리를 낮춘다,NegEnv,유감스럽다
목소리를 낮춘다,NegEnv,걱정하다
주먹을 허공에 내두른다,PosEnv,유쾌하다
주먹을 허공에 내두른다,PosEnv,신나다
주먹을 허공에 내두른다,NegEnv,분노하다
주먹을 허공에 내두른다,NegEnv,짜증나다
주먹을 허공에 내두른다,NegEnv,울분을 느끼다
Y를 멍하니 내려다본다,NegEnv,슬프다
Y를 멍하니 내려다본다,NegEnv,절망하다
Y를 멍하니 내려다본다,NegEnv,체념하다
위협적으로 내려다본다,NegEnv,분노하다
위협적으로 내려다본다,NegEnv,혐오하다
위협적으로 내려다본다,NegEnv,멸시하다
Y를 내려다본다,NegEnv,동정하다
Y를 내려다본다,NegEnv,무시하다
Y를 내려다본다,NegEnv,경멸하다
시선을 내려뜨린다,PosEnv,부끄럽다
시선을 내려뜨린다,NegEnv,아쉽다
시선을 내려뜨린다,NegEnv,애석하다
자신의 앞머리를 내려뜨린다,PosEnv,수줍다
자신의 앞머리를 내려뜨린다,NegEnv,창피하다
자신의 앞머리를 내려뜨린다,NegEnv,두렵다
시선을 내리깐다,PosEnv,수줍다
시선을 내리깐다,NegEnv,위축되다
시선을 내리깐다,NegEnv,자책하다
주먹으로 내리친다,NegEnv,짜증나다
주먹으로 내리친다,NegEnv,화나다
입꼬리를 내린다,PosEnv,재미있다
입꼬리를 내린다,NegEnv,불만족스럽다
입꼬리를 내린다,NegEnv,시기하다
자세가 무너져 내린다,NegEnv,우울하다
가슴을 내민다,PosEnv,신나다
가슴을 내민다,PosEnv,자부심을 느끼다
가슴을 내민다,PosEnv,흥분하다
가슴을 내민다,NegEnv,화나다
가슴을 내민다,NegEnv,반항하다
Y에게 먼저 손을 내민다,PosEnv,좋아하다
Y에게 먼저 손을 내민다,PosEnv,유대감을 느끼다
Y에게 먼저 손을 내민다,NegEnv,체념하다
발을 쭉 내민다,PosEnv,안도하다
발을 쭉 내민다,PosEnv,자신감이 있다
발을 쭉 내민다,NegEnv,불쾌하다
손을 내민다,PosEnv,누그러지다
손을 내민다,PosEnv,기대하다
손을 내민다,PosEnv,유대감을 느끼다
손을 내민다,NegEnv,동정하다
손을 내민다,NegEnv,애석하다
턱을 앞으로 내민다,PosEnv,부러워하다
턱을 앞으로 내민다,NegEnv,의심하다
턱을 앞으로 내민다,NegEnv,반항하다
팔을 앞으로 내민다,PosEnv,열망하다
팔을 앞으로 내민다,NegEnv,체념하다
혀를 앞으로 내민다,PosEnv,유쾌하다
혀를 앞으로 내민다,PosEnv,재미있다
가벼운 신음을 내뱉는다,PosEnv,감탄하다
가벼운 신음을 내뱉는다,NegEnv,아쉽다
무거운 탄식을 내뱉는다,NegEnv,실망하다
무거운 탄식을 내뱉는다,NegEnv,낙담하다
숨을 가득 들이마셨다가 내뱉는다,PosEnv,안정을 찾다
숨을 가득 들이마셨다가 내뱉는다,NegEnv,답답하다
숨을 고통스럽게 내뱉는다,NegEnv,절망하다
숨을 고통스럽게 내뱉는다,NegEnv,자책하다
숨을 깊이 들이마신 후 느리게 내뱉는다,PosEnv,평안하다
숨을 깊이 들이마신 후 느리게 내뱉는다,PosEnv,안정을 찾다
숨을 깊이 들이마신 후 느리게 내뱉는다,NegEnv,불안하다
숨을 한순간 참았다 내뱉는다,PosEnv,안도하다
숨을 한순간 참았다 내뱉는다,PosEnv,긴장하다
숨을 한순간 참았다 내뱉는다,NegEnv,경악하다
숨을 한순간 참았다 내뱉는다,NegEnv,긴장하다
욕설을 내뱉는다,NegEnv,분노하다
욕설을 내뱉는다,NegEnv,증오하다
욕설을 내뱉는다,NegEnv,짜증나다
자기 뺨을 찰싹 때린다,PosEnv,긴장하다
자기 뺨을 찰싹 때린다,PosEnv,흥분하다
자기 뺨을 찰싹 때린다,NegEnv,혼란스럽다
자기 뺨을 찰싹 때린다,NegEnv,긴장하다
목을 내보인다,PosEnv,욕정을 느끼다
목을 내보인다,NegEnv,화나다
힘든 기색을 내보인다,NegEnv,짜증나다
힘든 기색을 내보인다,NegEnv,좌절하다
힘든 기색을 내보인다,NegEnv,체념하다
슬그머니 내뺀다,NegEnv,두렵다
슬그머니 내뺀다,NegEnv,불안하다
슬그머니 내뺀다,NegEnv,긴장하다
입안의 물을 내뿜는다,PosEnv,유쾌하다
입안의 물을 내뿜는다,PosEnv,당황하다
입안의 물을 내뿜는다,NegEnv,경악하다
숨을 겨우 내쉰다,NegEnv,경악하다
깊은 숨을 내쉰다,PosEnv,안정을 찾다
깊은 숨을 내쉰다,NegEnv,실망하다
한숨을 내쉰다,NegEnv,애석하다
한숨을 내쉰다,NegEnv,쓸쓸하다
숨을 길게 내쉰다,PosEnv,평안하다
숨을 길게 내쉰다,PosEnv,안정을 찾다
숨을 길게 내쉰다,NegEnv,갑갑하다
숨을 크게 내쉰다,NegEnv,짜증나다
숨을 크게 내쉰다,NegEnv,화나다
얕은 호흡을 내쉰다,NegEnv,초라하다
코로 크게 숨을 내쉰다,PosEnv,안정을 찾다
코로 크게 숨을 내쉰다,NegEnv,짜증나다
고개를 세차게 내젓는다,NegEnv,충격받다
손을 거칠게 내젓는다,PosEnv,흥분하다
손을 거칠게 내젓는다,NegEnv,분노하다
손을 거칠게 내젓는다,NegEnv,화나다
팔을 내젓는다,PosEnv,신나다
팔을 내젓는다,NegEnv,두렵다
탄성을 내지른다,PosEnv,놀라다
탄성을 내지른다,PosEnv,희열을 느끼다
탄성을 내지른다,PosEnv,경외심이 들다
가래 끓는 소리를 낸다,NegEnv,혐오하다
가래 끓는 소리를 낸다,NegEnv,멸시하다
목울대에서 소리를 낸다,NegEnv,분개하다
목울대에서 소리를 낸다,NegEnv,초조하다
목울대에서 소리를 낸다,NegEnv,경멸하다
앓는 소리를 낸다,NegEnv,실망하다
앓는 소리를 낸다,NegEnv,낙담하다
자신도 모르게 신음을 낸다,PosEnv,놀라다
자신도 모르게 신음을 낸다,NegEnv,당황하다
큰 목소리를 낸다,PosEnv,신나다
큰 목소리를 낸다,NegEnv,짜증나다
큰 목소리를 낸다,NegEnv,화나다
큰 목소리를 낸다,NegEnv,분개하다
Y를 위해 시간을 낸다,PosEnv,좋아하다
Y를 위해 시간을 낸다,NegEnv,걱정하다
콧구멍이 넓어진다,PosEnv,신나다
콧구멍이 넓어진다,PosEnv,흥분하다
콧구멍이 넓어진다,NegEnv,짜증난다
머리를 귀 뒤로 넘긴다,PosEnv,수줍다
머리를 귀 뒤로 넘긴다,NegEnv,머쓱하다
머리를 귀 뒤로 넘긴다,NegEnv,초조하다
Y의 머리를 쓸어 넘긴다,PosEnv,욕정을 느끼다
Y의 머리를 쓸어 넘긴다,NegEnv,동정하다
자주 넘어진다,PosEnv,흥분하다
자주 넘어진다,NegEnv,불안하다
눈빛에 생기가 넘친다,PosEnv,행복하다
눈빛에 생기가 넘친다,PosEnv,희망에 차다
손을 주머니에 찔러 넣는다,NegEnv,초조하다
손을 주머니에 찔러 넣는다,NegEnv,불안하다
무섭게 노려본다,NegEnv,멸시하다
험상궂게 노려본다,NegEnv,분노하다
험상궂게 노려본다,NegEnv,불쾌하다
험상궂게 노려본다,NegEnv,울분을 느끼다
Y를 노려본다,NegEnv,증오하다
Y를 노려본다,NegEnv,실망하다
Y를 노려본다,NegEnv,화나다
Y를 장난감처럼 가지고 논다,PosEnv,즐겁다
Y를 장난감처럼 가지고 논다,PosEnv,고소해하다
Y를 장난감처럼 가지고 논다,PosEnv,희열을 느끼다
Y를 장난감처럼 가지고 논다,NegEnv,경멸하다
움찔한다,PosEnv,놀라다
움찔한다,NegEnv,소름이 끼치다
움찔한다,NegEnv,놀라다
손을 바쁘게 놀린다,NegEnv,초조하다
손을 바쁘게 놀린다,NegEnv,불안하다
목소리 톤이 높아진다,PosEnv,희망에 부풀다
목소리 톤이 높아진다,PosEnv,신나다
목소리 톤이 높아진다,NegEnv,짜증나다
목소리 톤이 높아진다,NegEnv,경악하다
어조가 높아진다,PosEnv,도취되다
어조가 높아진다,PosEnv,희열을 느끼다
어조가 높아진다,NegEnv,짜증나다
어조가 높아진다,NegEnv,울분을 느끼다
어조가 높아진다,NegEnv,분개하다
목소리를 높인다,PosEnv,즐겁다
목소리를 높인다,PosEnv,유쾌하다
목소리를 높인다,PosEnv,신나다
목소리를 높인다,NegEnv,짜증나다
넋을 놓다,PosEnv,좋아하다
넋을 놓다,PosEnv,놀라다
넋을 놓다,PosEnv,경외심이 들다
넋을 놓다,NegEnv,충격받다
넋을 놓다,NegEnv,당황하다
물건을 놓친다,PosEnv,감탄하다
물건을 놓친다,PosEnv,놀라다
물건을 놓친다,PosEnv,긴장하다
물건을 놓친다,NegEnv,긴장하다
물건을 놓친다,NegEnv,혼란스럽다
물건을 놓친다,NegEnv,충격받다
손톱이 아무렇게나 자라도록 놔둔다,NegEnv,망연자실하다
관자놀이를 누른다,NegEnv,초조하다
눈 주위를 꾹꾹 누른다,NegEnv,불안하다
눈 주위를 꾹꾹 누른다,NegEnv,당황하다
눈자위를 꾹꾹 누른다,NegEnv,절망하다
손가락으로 입술을 지그시 누른다,PosEnv,욕정을 느끼다
손가락으로 입술을 지그시 누른다,NegEnv,긴장하다
주먹으로 가슴을 누른다,NegEnv,고민하다
주먹으로 가슴을 누른다,NegEnv,불안하다
Y의 무릎을 베고 눕는다,PosEnv,안도하다
Y의 무릎을 베고 눕는다,PosEnv,편안하다
Y의 무릎을 베고 눕는다,NegEnv,체념하다
풀밭 위에 눕는다,PosEnv,만족하다
풀밭 위에 눕는다,PosEnv,유쾌하다
풀밭 위에 눕는다,PosEnv,안정을 찾다
풀밭 위에 눕는다,NegEnv,망연자실하다
장황하게 말을 늘어놓는다,PosEnv,감동받다
장황하게 말을 늘어놓는다,PosEnv,도취되다
장황하게 말을 늘어놓는다,NegEnv,억울하다
장황하게 말을 늘어놓는다,NegEnv,당황하다
몸을 축 늘어뜨린다,PosEnv,안도하다
몸을 축 늘어뜨린다,NegEnv,슬프다
몸을 축 늘어뜨린다,NegEnv,절망하다
손을 축 늘어뜨린다,NegEnv,우울하다
두 팔을 길게 늘어뜨린다,NegEnv,절망하다
두 팔을 길게 늘어뜨린다,NegEnv,충격받다
얼굴을 늘어지게 당긴다,NegEnv,절망하다
얼굴을 늘어지게 당긴다,NegEnv,충격받다
자세가 축 늘어진다,PosEnv,편안하다
자세가 축 늘어진다,PosEnv,안심하다
자세가 축 늘어진다,NegEnv,우울하다
자세가 축 늘어진다,NegEnv,망연자실하다
자세가 축 늘어진다,NegEnv,그리워하다
Y에게 가까이 다가간다,PosEnv,존경하다
Y에게 가까이 다가간다,PosEnv,친밀감을 느끼다
Y에게 가까이 다가간다,NegEnv,의심하다
Y에게 스스럼없이 다가간다,PosEnv,좋아하다
Y에게 스스럼없이 다가간다,PosEnv,신뢰하다
Y에게 머뭇거리며 다가선다,PosEnv,수줍다
Y에게 머뭇거리며 다가선다,NegEnv,걱정하다
Y에게 머뭇거리며 다가선다,NegEnv,불안하다
Y에게 한 발짝 다가선다,PosEnv,좋아하다
Y에게 한 발짝 다가선다,PosEnv,친밀감을 느끼다
Y에게 한 발짝 다가선다,NegEnv,분노하다
Y에게 한 발짝 다가선다,NegEnv,화나다
Y에게 바짝 다가선다,PosEnv,확신에 차다
Y에게 바짝 다가선다,PosEnv,좋아하다
Y에게 바짝 다가선다,NegEnv,분노하다
Y에게 가까이 다가선다,PosEnv,친밀감을 느끼다
Y에게 가까이 다가선다,NegEnv,분노하다
구부정한 자세로 다닌다,NegEnv,불안하다
구부정한 자세로 다닌다,NegEnv,걱정하다
구부정한 자세로 다닌다,NegEnv,낙담하다
목을 앞으로 쭉 빼고 다닌다,PosEnv,기대하다
목을 앞으로 쭉 빼고 다닌다,NegEnv,불안하다
발을 질질 끌고 다닌다,NegEnv,우울하다
발을 질질 끌고 다닌다,NegEnv,실망하다
발을 질질 끌고 다닌다,NegEnv,충격받다
소리 죽여 걸어 다닌다,PosEnv,부끄럽다
소리 죽여 걸어 다닌다,NegEnv,우울하다
소리 죽여 걸어 다닌다,NegEnv,수치스럽다
소리 죽여 걸어 다닌다,NegEnv,두렵다
손을 주머니에 찔러 넣고 다닌다,PosEnv,확신에 차다
손을 주머니에 찔러 넣고 다닌다,NegEnv,불안하다
시선을 내리깔고 다닌다,NegEnv,우울하다
시선을 내리깔고 다닌다,NegEnv,초라하다
시선을 내리깔고 다닌다,NegEnv,불안하다
어깨를 부딪치며 다닌다,PosEnv,신나다
어깨를 부딪치며 다닌다,PosEnv,흥분하다
어깨를 부딪치며 다닌다,NegEnv,분노하다
자리를 옮긴다,NegEnv,걱정하다
자리를 옮긴다,NegEnv,불안하다
주먹을 쥐고 다닌다,NegEnv,분노하다
쾅쾅거리며 발을 구른다,PosEnv,흥분하다
쾅쾅거리며 발을 구른다,NegEnv,분노하다
쾅쾅거리며 발을 구른다,NegEnv,짜증나다
Y에서 떨어져서 다닌다,PosEnv,수줍다
Y에서 떨어져서 다닌다,NegEnv,의심하다
Y에서 떨어져서 다닌다,NegEnv,화나다
Y에서 떨어져서 다닌다,NegEnv,피로하다
Y를 거칠게 다룬다,NegEnv,분노하다
Y를 거칠게 다룬다,NegEnv,화나다
Y를 거칠게 다룬다,NegEnv,불안하다
어금니를 꽉 다문다,NegEnv,분노하다
어금니를 꽉 다문다,NegEnv,증오하다
입을 굳게 다문다,NegEnv,충격받다
휴지로 눈가를 닦는다,PosEnv,감동받다
휴지로 눈가를 닦는다,NegEnv,슬프다
휴지로 코를 닦는다,PosEnv,감동받다
휴지로 코를 닦는다,NegEnv,슬프다
Y를 닦달한다,NegEnv,분노하다
Y를 닦달한다,NegEnv,불편하다
Y를 닦달한다,NegEnv,불안하다
목소리가 단조롭다,PosEnv,편안하다
목소리가 단조롭다,NegEnv,우울하다
목소리가 단조롭다,NegEnv,절망하다
목소리가 단조롭다,NegEnv,체념하다
문을 세게 닫는다,NegEnv,울분을 느끼다
문을 세게 닫는다,NegEnv,분개하다
문을 쾅 닫는다,NegEnv,분노하다
문을 쾅 닫는다,NegEnv,화나다
입을 열었다 닫는다,PosEnv,부끄럽다
입을 열었다 닫는다,NegEnv,불신하다
입을 열었다 닫는다,NegEnv,의심하다
말문을 닫아버린다,PosEnv,부끄럽다
말문을 닫아버린다,NegEnv,불신하다
말문을 닫아버린다,NegEnv,좌절하다
말문을 닫아버린다,NegEnv,체념하다
말문이 닫힌다,PosEnv,놀라다
말문이 닫힌다,NegEnv,경악하다
Y를 어르고 달랜다,PosEnv,친밀감을 느끼다
Y를 어르고 달랜다,NegEnv,걱정하다
Y의 품에 안기려 달려든다,PosEnv,즐겁다
Y의 품에 안기려 달려든다,PosEnv,신나다
Y의 품에 안기려 달려든다,PosEnv,행복하다
Y의 품에 안기려 달려든다,NegEnv,두렵다
Y를 향해 달려든다,PosEnv,신나다
Y를 향해 달려든다,PosEnv,흥분하다
Y를 향해 달려든다,NegEnv,분노하다
Y를 향해 달려든다,NegEnv,증오하다
Y에게 달려든다,PosEnv,즐겁다
Y에게 달려든다,PosEnv,흥분하다
Y에게 달려든다,NegEnv,증오하다
입술만 달싹거린다,PosEnv,부끄럽다
입술만 달싹거린다,NegEnv,불안하다
입을 달싹거린다,PosEnv,부끄럽다
입을 달싹거린다,NegEnv,걱정하다
입을 달싹거린다,NegEnv,불안하다
Y에게서 달아난다,NegEnv,겁에 질리다
Y에게서 달아난다,NegEnv,두렵다
귀가 빨갛게 달아오른다,PosEnv,흥분하다
귀가 빨갛게 달아오른다,NegEnv,분노하다
귀가 빨갛게 달아오른다,NegEnv,창피하다
귀가 빨갛게 달아오른다,NegEnv,당황하다
목이 붉게 달아오른다,PosEnv,쑥스럽다
목이 붉게 달아오른다,PosEnv,희열을 느끼다
목이 붉게 달아오른다,NegEnv,부끄럽다
목이 붉게 달아오른다,NegEnv,증오하다
목이 붉게 달아오른다,NegEnv,수치스럽다
얼굴이 달아오른다,PosEnv,쑥스럽다
얼굴이 달아오른다,PosEnv,수줍다
얼굴이 달아오른다,NegEnv,시기하다
얼굴이 발갛게 달아오른다,PosEnv,좋아하다
얼굴이 발갛게 달아오른다,PosEnv,수줍다
얼굴이 발갛게 달아오른다,NegEnv,당황하다
얼굴이 붉게 달아오른다,PosEnv,좋아하다
얼굴이 붉게 달아오른다,PosEnv,수줍다
얼굴이 붉게 달아오른다,NegEnv,창피하다
얼굴이 시뻘겋게 달아오른다,PosEnv,쑥스럽다
얼굴이 시뻘겋게 달아오른다,NegEnv,분노하다
얼굴이 시뻘겋게 달아오른다,NegEnv,수치스럽다
얼굴이 시뻘겋게 달아오른다,NegEnv,화나다
코가 빨갛게 달아오른다,NegEnv,슬프다
코가 빨갛게 달아오른다,NegEnv,그리워하다
피부가 벌겋게 달아오른다,PosEnv,쑥스럽다
피부가 벌겋게 달아오른다,PosEnv,흥분하다
피부가 벌겋게 달아오른다,NegEnv,분노하다
피부가 벌겋게 달아오른다,NegEnv,당황하다
피부가 붉게 달아오른다,PosEnv,욕정을 느끼다
피부가 붉게 달아오른다,NegEnv,창피하다
피부가 붉게 달아오른다,NegEnv,부끄럽다
피부가 붉게 달아오른다,NegEnv,수치스럽다
Y의 말에 귀 담아듣는다,PosEnv,좋아하다
Y의 말에 귀 담아듣는다,PosEnv,경외심이 들다
Y의 말에 귀 담아듣는다,NegEnv,긴장하다
고갯짓으로 답한다,PosEnv,수줍다
고갯짓으로 답한다,NegEnv,우울하다
스스럼없이 답한다,PosEnv,평안하다
스스럼없이 답한다,PosEnv,친밀감을 느끼다
스스럼없이 답한다,PosEnv,안정을 찾다
스스럼없이 답한다,NegEnv,결연하다
신속하고 확고하게 답한다,PosEnv,확신에 차다
신속하고 확고하게 답한다,NegEnv,결연하다
묵묵부답으로 대응한다,NegEnv,혐오하다
묵묵부답으로 대응한다,NegEnv,경멸하다
Y를 공격적으로 대한다,NegEnv,분개하다
Y를 공격적으로 대한다,NegEnv,경멸하다
Y를 조심스럽게 대한다,PosEnv,존경하다
Y를 조심스럽게 대한다,NegEnv,동정하다
Y를 조심스럽게 대한다,NegEnv,두렵다
Y를 조심스럽게 대한다,NegEnv,걱정하다
검지손가락을 입가에 가져다 댄다,PosEnv,즐겁다
검지손가락을 입가에 가져다 댄다,NegEnv,두렵다
손을 가슴에 가져다 댄다,PosEnv,감동받다
손을 가슴에 가져다 댄다,PosEnv,놀라다
손을 가슴에 가져다 댄다,PosEnv,고맙다
손을 가슴에 가져다 댄다,NegEnv,답답하다
손을 심장에 가져다 댄다,PosEnv,감동받다
손을 심장에 가져다 댄다,NegEnv,상처받다
손을 심장에 가져다 댄다,NegEnv,외롭다
손을 Y의 등에 댄다,PosEnv,좋아하다
손을 Y의 등에 댄다,PosEnv,호기심이 생기다
손을 Y의 등에 댄다,NegEnv,동정하다
Y에게 머리를 댄다,PosEnv,좋아하다
Y에게 머리를 댄다,PosEnv,안정을 찾다
Y에게 머리를 댄다,NegEnv,절망하다
Y에게 머리를 댄다,NegEnv,좌절하다
말을 더듬거린다,PosEnv,쑥스럽다
말을 더듬거린다,PosEnv,긴장하다
말을 더듬거린다,PosEnv,흥분하다
말을 더듬거린다,NegEnv,겁에 질리다
말을 더듬거린다,NegEnv,긴장하다
말을 더듬거린다,NegEnv,당황하다
손으로 자신의 입술을 자주 더듬거린다,PosEnv,욕망하다
손으로 자신의 입술을 자주 더듬거린다,NegEnv,불안하다
얼굴을 더듬거린다,NegEnv,혼란스럽다
얼굴을 더듬거린다,NegEnv,불안하다
손으로 옷깃을 더듬는다,PosEnv,욕정을 느끼다
손으로 옷깃을 더듬는다,NegEnv,답답하다
농담을 던진다,PosEnv,즐겁다
농담을 던진다,PosEnv,편안하다
농담을 던진다,NegEnv,무시하다
모자를 휙 벗어 던진다,PosEnv,흥분하다
모자를 휙 벗어 던진다,NegEnv,당황하다
소파에 몸을 던진다,PosEnv,평안하다
소파에 몸을 던진다,NegEnv,좌절하다
옷을 거칠게 벗어 던진다,PosEnv,욕정을 느끼다
옷을 거칠게 벗어 던진다,NegEnv,짜증나다
옷을 거칠게 벗어 던진다,NegEnv,화나다
옷을 거칠게 벗어 던진다,NegEnv,분개하다
의자를 집어 던진다,NegEnv,분노하다
침대에 몸을 던진다,PosEnv,평안하다
침대에 몸을 던진다,NegEnv,실망하다
침대에 몸을 던진다,NegEnv,좌절하다
물건을 집어 던진다,PosEnv,흥분하다
물건을 집어 던진다,NegEnv,분노하다
물건을 집어 던진다,NegEnv,짜증나다
도리질한다,NegEnv,불편하다
빙글빙글 돈다,PosEnv,신나다
빙글빙글 돈다,NegEnv,고민하다
목덜미와 팔에 소름이 돋는다,NegEnv,두렵다
눈을 돌린다,PosEnv,수줍다
눈을 돌린다,NegEnv,끔찍하다
눈을 돌린다,NegEnv,소름이 끼치다
눈을 돌린다,NegEnv,혐오하다
등을 돌린다,NegEnv,삐지다
등을 돌린다,NegEnv,실망하다
말을 돌린다,PosEnv,쑥스럽다
말을 돌린다,NegEnv,싫어하다
말을 돌린다,NegEnv,무시하다
말을 빙빙 돌린다,PosEnv,부끄럽다
말을 빙빙 돌린다,PosEnv,긴장하다
말을 빙빙 돌린다,PosEnv,쑥스럽다
말을 빙빙 돌린다,NegEnv,긴장하다
말을 빙빙 돌린다,NegEnv,주저하다
말을 빙빙 돌린다,NegEnv,당황하다
머리를 다른 쪽으로 돌린다,PosEnv,쑥스럽다
머리를 다른 쪽으로 돌린다,NegEnv,무시하다
머리를 다른 쪽으로 돌린다,NegEnv,혐오하다
머리를 다른 쪽으로 돌린다,NegEnv,경악하다
머리를 돌린다,NegEnv,짜증나다
머리를 돌린다,NegEnv,실망하다
물건을 빙빙 돌린다,PosEnv,신나다
물건을 빙빙 돌린다,NegEnv,심드렁하다
물건을 빙빙 돌린다,NegEnv,초조하다
물건을 빙빙 돌린다,NegEnv,불안하다
발길을 돌린다,PosEnv,만족하다
발길을 돌린다,PosEnv,감동받다
발길을 돌린다,NegEnv,화나다
발길을 돌린다,NegEnv,실망하다
발길을 돌린다,NegEnv,쓸쓸하다
시선을 다른 쪽으로 돌린다,PosEnv,쑥스럽다
시선을 다른 쪽으로 돌린다,NegEnv,혐오하다
시선을 다른 쪽으로 돌린다,NegEnv,경악하다
어깨를 돌린다,PosEnv,안심하다
어깨를 돌린다,NegEnv,불편하다
주의를 돌린다,PosEnv,쑥스럽다
주의를 돌린다,NegEnv,초조하다
주의를 돌린다,NegEnv,불안하다
주의를 돌린다,NegEnv,당황하다
화제를 돌린다,NegEnv,심드렁하다
어정어정 돌아다닌다,PosEnv,만족하다
어정어정 돌아다닌다,NegEnv,초조하다
주위를 계속 돌아다닌다,PosEnv,신나다
주위를 계속 돌아다닌다,PosEnv,기대하다
주위를 계속 돌아다닌다,PosEnv,흥분하다
주위를 계속 돌아다닌다,NegEnv,초조하다
주위를 계속 돌아다닌다,NegEnv,불안하다
힘 없이 돌아다닌다,NegEnv,슬프다
힘 없이 돌아다닌다,NegEnv,절망하다
힘 없이 돌아다닌다,NegEnv,체념하다
뒤를 돌아본다,PosEnv,놀라다
뒤를 돌아본다,NegEnv,긴장하다
돌아선다,NegEnv,상처받다
돌아선다,NegEnv,체념하다
등지고 돌아선다,NegEnv,심드렁하다
차갑게 돌아선다,NegEnv,분노하다
차갑게 돌아선다,NegEnv,화나다
홱 돌아선다,PosEnv,놀라다
홱 돌아선다,NegEnv,분노하다
홱 돌아선다,NegEnv,당황하다
적극 동의한다,PosEnv,좋아하다
적극 동의한다,PosEnv,존경하다
적극 동의한다,PosEnv,경외심이 들다
적극 동의한다,NegEnv,두렵다
Y의 말을 되묻는다,PosEnv,호기심이 생기다
Y의 말을 되묻는다,NegEnv,경멸하다
확실하냐고 되묻는다,PosEnv,희망을 품다
확실하냐고 되묻는다,NegEnv,의심하다
확실하냐고 되묻는다,NegEnv,불안하다
말을 되풀이한다,NegEnv,불안하다
말을 되풀이한다,NegEnv,당황하다
자꾸 발을 헛디디게 된다,NegEnv,우울하다
Y를 두둔한다,PosEnv,유대감을 느끼다
Y를 두둔한다,NegEnv,슬프다
Y를 두둔한다,NegEnv,걱정하다
Y를 두둔한다,NegEnv,동정하다
머리를 두드려댄다,NegEnv,고민하다
Y의 어깨를 두드려준다,PosEnv,좋아하다
Y의 어깨를 두드려준다,NegEnv,동정하다
손가락 끝으로 톡톡 두드린다,PosEnv,신나다
손가락 끝으로 톡톡 두드린다,NegEnv,초조하다
손가락 끝으로 톡톡 두드린다,NegEnv,불안하다
