Head,Rel,Tail
어디에 눈을 둬야 할지 모른다,NegEnv,경악하다
어디에 눈을 둬야 할지 모른다,NegEnv,충격받다
수갑 찬 것처럼 두 팔을 앞으로 모은다,NegEnv,자책하다
자세를 움츠러뜨려 다리를 모은다,NegEnv,위축되다
자세를 움츠러뜨려 다리를 모은다,NegEnv,경계하다
일에 몰두한다,PosEnv,좋아하다
일에 몰두한다,PosEnv,신나다
일에 몰두한다,PosEnv,흥분하다
일에 몰두한다,NegEnv,상처받다
일에 몰두한다,NegEnv,쓸쓸하다
일에 몰두한다,NegEnv,외롭다
갑자기 Y를 몰아세운다,PosEnv,자신감에 차다
갑자기 Y를 몰아세운다,NegEnv,분노하다
갑자기 Y를 몰아세운다,NegEnv,화나다
갑자기 Y를 몰아세운다,NegEnv,시기하다
Y를 몰아세운다,PosEnv,자신감에 차다
Y를 몰아세운다,NegEnv,초조하다
가쁜 숨을 몰아쉰다,PosEnv,욕정을 느끼다
가쁜 숨을 몰아쉰다,NegEnv,분노하다
숨을 몰아 쉬며 말한다,PosEnv,도취되다
숨을 몰아 쉬며 말한다,PosEnv,욕정을 느끼다
숨을 몰아 쉬며 말한다,NegEnv,분개하다
헉하고 숨을 몰아쉰다,PosEnv,놀라다
헉하고 숨을 몰아쉰다,NegEnv,경악하다
헉하고 숨을 몰아쉰다,NegEnv,충격받다
가만히 앉아 있지 못한다,PosEnv,긴장하다
가만히 앉아 있지 못한다,NegEnv,고민하다
가만히 앉아 있지 못한다,NegEnv,불안하다
가만히 앉아 있지 못한다,NegEnv,긴장하다
거울에서 눈을 떼지 못한다,PosEnv,자부심을 느끼다
거울에서 눈을 떼지 못한다,NegEnv,불안하다
말을 입 밖으로 꺼내지 못한다,PosEnv,수줍다
말을 입 밖으로 꺼내지 못한다,NegEnv,우울하다
말을 입 밖으로 꺼내지 못한다,NegEnv,초라하다
말을 입 밖으로 꺼내지 못한다,NegEnv,체념하다
말을 제대로 떠올리지 못한다,PosEnv,놀라다
말을 제대로 떠올리지 못한다,PosEnv,흥분하다
말을 제대로 떠올리지 못한다,NegEnv,우울하다
말을 제대로 떠올리지 못한다,NegEnv,상처받다
말을 하지 못한다,PosEnv,수줍다
말을 하지 못한다,NegEnv,겁에 질리다
말을 하지 못한다,NegEnv,소름이 끼치다
몸을 똑바로 가누지 못한다,PosEnv,유쾌하다
몸을 똑바로 가누지 못한다,PosEnv,신나다
몸을 똑바로 가누지 못한다,NegEnv,고민하다
몸을 똑바로 가누지 못한다,NegEnv,좌절하다
몸을 똑바로 가누지 못한다,NegEnv,불안하다
미소를 억누르지 못한다,PosEnv,신나다
미소를 억누르지 못한다,PosEnv,희열을 느끼다
바로 대답하지 못한다,NegEnv,당황하다
발을 가만두지 못한다,PosEnv,즐겁다
발을 가만두지 못한다,PosEnv,흥분하다
발을 가만두지 못한다,NegEnv,초조하다
시선을 떼지 못한다,PosEnv,욕정을 느끼다
시선을 떼지 못한다,PosEnv,부러워하다
시선을 떼지 못한다,PosEnv,욕망하다
시선을 떼지 못한다,NegEnv,시기하다
아무 말도 꺼내지 못한다,PosEnv,쑥스럽다
아무 말도 꺼내지 못한다,NegEnv,상처받다
아무 말도 꺼내지 못한다,NegEnv,고통스럽다
잘 먹지 못한다,PosEnv,쑥스럽다
잘 먹지 못한다,PosEnv,흥분하다
잘 먹지 못한다,NegEnv,우울하다
잘 먹지 못한다,NegEnv,그리워하다
잘 먹지 못한다,NegEnv,불편하다
잠들지 못한다,PosEnv,설레다
잠들지 못한다,PosEnv,흥분하다
잠들지 못한다,NegEnv,두렵다
잠들지 못한다,NegEnv,불안하다
잠시도 가만 있지 못한다,PosEnv,신나다
잠시도 가만 있지 못한다,NegEnv,불편하다
잠을 자지 못한다,PosEnv,신나다
잠을 자지 못한다,NegEnv,불안하다
제대로 먹지 못한다,PosEnv,설레다
제대로 먹지 못한다,PosEnv,흥분하다
제대로 먹지 못한다,NegEnv,우울하다
제대로 먹지 못한다,NegEnv,두렵다
제대로 먹지 못한다,NegEnv,초조하다
진득하게 앉아 있지 못한다,PosEnv,신나다
진득하게 앉아 있지 못한다,NegEnv,지루하다
진득하게 앉아 있지 못한다,NegEnv,불편하다
집중하지 못한다,PosEnv,신나다
집중하지 못한다,PosEnv,흥분하다
집중하지 못한다,NegEnv,우울하다
집중하지 못한다,NegEnv,불안하다
편히 쉬지 못한다,PosEnv,설레다
편히 쉬지 못한다,NegEnv,불편하다
편히 쉬지 못한다,NegEnv,긴장하다
한시도 가만히 있지 못한다,PosEnv,신나다
한시도 가만히 있지 못한다,PosEnv,흥분하다
한시도 가만히 있지 못한다,NegEnv,두렵다
한시도 가만히 있지 못한다,NegEnv,불안하다
Y를 마주 보지 못한다,PosEnv,쑥스럽다
Y를 마주 보지 못한다,PosEnv,긴장하다
Y를 마주 보지 못한다,PosEnv,수줍다
Y를 마주 보지 못한다,NegEnv,창피하다
Y를 마주 보지 못한다,NegEnv,수치스럽다
Y를 마주 보지 못한다,NegEnv,긴장하다
Y에게서 눈길을 거두지 못한다,PosEnv,욕망하다
Y에게서 눈길을 거두지 못한다,NegEnv,두렵다
Y의 시선을 외면하지 못한다,PosEnv,좋아하다
Y의 시선을 외면하지 못한다,NegEnv,동정하다
갈피를 잡지 못한다,NegEnv,의심하다
갈피를 잡지 못한다,NegEnv,두렵다
발걸음이 무겁다,NegEnv,슬프다
발걸음이 무겁다,NegEnv,절망하다
전화를 무시한다,NegEnv,초라하다
전화를 무시한다,NegEnv,불편하다
전화를 무시한다,NegEnv,두렵다
Y를 애써 무시한다,PosEnv,부끄럽다
Y를 애써 무시한다,NegEnv,멸시하다
Y를 애써 무시한다,NegEnv,초조하다
Y를 애써 무시한다,NegEnv,불안하다
Y를 의도적으로 무시한다,PosEnv,쑥스럽다
Y를 의도적으로 무시한다,NegEnv,분노하다
Y를 의도적으로 무시한다,NegEnv,혐오하다
무표정하다,NegEnv,심드렁하다
이마를 문댄다,NegEnv,불안하다
관자놀이를 문지른다,NegEnv,초조하다
눈썹을 문지른다,PosEnv,쑥스럽다
눈썹을 문지른다,PosEnv,긴장하다
눈썹을 문지른다,NegEnv,골치 아프다
눈썹을 문지른다,NegEnv,불안하다
눈썹을 문지른다,NegEnv,긴장하다
목덜미를 문지른다,PosEnv,쑥스럽다
목덜미를 문지른다,PosEnv,긴장하다
목덜미를 문지른다,NegEnv,긴장하다
목덜미를 문지른다,NegEnv,당황하다
바지에 대고 손바닥을 문지른다,PosEnv,긴장하다
바지에 대고 손바닥을 문지른다,NegEnv,긴장하다
배를 문지른다,PosEnv,편안하다
배를 문지른다,PosEnv,긴장하다
배를 문지른다,NegEnv,불안하다
배를 문지른다,NegEnv,긴장하다
손바닥으로 가슴을 문지른다,PosEnv,감동받다
손바닥으로 가슴을 문지른다,PosEnv,놀라다
손바닥으로 가슴을 문지른다,NegEnv,답답하다
손바닥으로 뺨을 문지른다,PosEnv,안정을 찾다
손바닥으로 뺨을 문지른다,NegEnv,고민하다
손으로 가슴을 문지른다,PosEnv,감동받다
손으로 가슴을 문지른다,PosEnv,놀라다
손으로 가슴을 문지른다,NegEnv,답답하다
이마를 문지른다,NegEnv,불안하다
입술을 문지른다,PosEnv,좋아하다
입술을 문지른다,NegEnv,불안하다
자신의 다리를 문지른다,PosEnv,부끄럽다
자신의 다리를 문지른다,NegEnv,불편하다
코를 문지른다,PosEnv,긴장하다
코를 문지른다,NegEnv,긴장하다
코를 문지른다,NegEnv,골치 아프다
코를 문지른다,NegEnv,초조하다
콧잔등을 문지른다,PosEnv,부끄럽다
콧잔등을 문지른다,NegEnv,고뇌하다
턱 아래를 문지른다,NegEnv,지치다
턱 아래를 문지른다,NegEnv,의심하다
턱을 문지른다,NegEnv,의심하다
턱을 문지른다,NegEnv,심드렁하다
팔뚝을 문지른다,NegEnv,불안하다
Y에게 따져 묻는다,NegEnv,불신하다
Y에게 따져 묻는다,NegEnv,짜증나다
Y에게 따져 묻는다,NegEnv,화나다
목이 벌겋게 물든다,PosEnv,쑥스럽다
목이 벌겋게 물든다,PosEnv,놀라다
목이 벌겋게 물든다,PosEnv,욕정을 느끼다
목이 벌겋게 물든다,NegEnv,창피하다
목이 벌겋게 물든다,NegEnv,화나다
볼이 벌겋게 물든다,PosEnv,놀라다
볼이 벌겋게 물든다,PosEnv,수줍다
볼이 벌겋게 물든다,NegEnv,분노하다
볼이 벌겋게 물든다,NegEnv,불편하다
뒤로 물러난다,NegEnv,초라하다
뒤로 물러난다,NegEnv,실망하다
뒤로 물러난다,NegEnv,두렵다
손을 쳐들고 뒤로 물러난다,PosEnv,놀라다
손을 쳐들고 뒤로 물러난다,NegEnv,억울하다
슬그머니 물러난다,NegEnv,우울하다
슬그머니 물러난다,NegEnv,초라하다
슬그머니 물러난다,NegEnv,두렵다
슬며시 뒤로 물러난다,NegEnv,의심하다
슬며시 뒤로 물러난다,NegEnv,불안하다
자리에서 물러난다,NegEnv,충격받다
자리에서 물러난다,NegEnv,초라하다
자리에서 물러난다,NegEnv,체념하다
황급히 뒤로 물러난다,PosEnv,놀라다
황급히 뒤로 물러난다,NegEnv,소름이 끼치다
황급히 뒤로 물러난다,NegEnv,경악하다
Y에게서 물러난다,NegEnv,절망하다
Y에게서 물러난다,NegEnv,주저하다
한 발 물러선다,NegEnv,유감스럽다
한 발 물러선다,NegEnv,체념하다
한 발 물러선다,NegEnv,두렵다
손톱을 물어뜯는다,NegEnv,초조하다
손톱을 물어뜯는다,NegEnv,불안하다
발음이 뭉개진다,PosEnv,쑥스럽다
발음이 뭉개진다,PosEnv,도취되다
발음이 뭉개진다,NegEnv,지치다
발음이 뭉개진다,NegEnv,위축되다
발음이 뭉개진다,NegEnv,당황하다
의자에서 미끄러진다,PosEnv,유쾌하다
의자에서 미끄러진다,PosEnv,신나다
의자에서 미끄러진다,NegEnv,당황하다
대답을 미룬다,PosEnv,쑥스럽다
대답을 미룬다,NegEnv,두렵다
대답을 미룬다,NegEnv,주저하다
미적거린다,PosEnv,쑥스럽다
미적거린다,NegEnv,싫어하다
미적거린다,NegEnv,주저하다
미적거린다,NegEnv,불안하다
Y를 미행한다,NegEnv,의심하다
Y를 미행한다,NegEnv,집착하다
인기척에 민감해진다,PosEnv,기대하다
인기척에 민감해진다,PosEnv,긴장하다
인기척에 민감해진다,NegEnv,불안하다
인기척에 민감해진다,NegEnv,긴장하다
Y를 확 민다,PosEnv,고소해하다
Y를 확 민다,PosEnv,신나다
Y를 확 민다,NegEnv,슬프다
Y를 확 민다,NegEnv,충격받다
Y에게 자신의 몸을 바짝 밀착시킨다,PosEnv,욕정을 느끼다
Y에게 자신의 몸을 바짝 밀착시킨다,NegEnv,분노하다
Y가 다가오지 못하도록 밀쳐낸다,NegEnv,분노하다
Y가 다가오지 못하도록 밀쳐낸다,NegEnv,혐오하다
Y가 다가오지 못하도록 밀쳐낸다,NegEnv,실망하다
Y를 세게 밀친다,NegEnv,분노하다
Y를 세게 밀친다,NegEnv,혐오하다
또렷한 시선으로 바라본다,PosEnv,확신에 차다
또렷한 시선으로 바라본다,NegEnv,분노하다
멀뚱하게 바라본다,NegEnv,의심하다
멀뚱하게 바라본다,NegEnv,슬프다
먼 곳을 바라본다,NegEnv,슬프다
먼 곳을 바라본다,NegEnv,그리워하다
싸늘한 시선으로 바라본다,NegEnv,멸시하다
싸늘한 시선으로 바라본다,NegEnv,충격받다
졸린 눈으로 바라본다,PosEnv,편안하다
졸린 눈으로 바라본다,NegEnv,심드렁하다
지긋이 바라본다,PosEnv,좋아하다
지긋이 바라본다,PosEnv,욕정을 느끼다
지긋이 바라본다,NegEnv,애증하다
텅 빈 시선으로 바라본다,NegEnv,슬프다
텅 빈 시선으로 바라본다,NegEnv,망연자실하다
텅 빈 시선으로 바라본다,NegEnv,체념하다
한곳을 뚫어져라 바라본다,PosEnv,욕망하다
한곳을 뚫어져라 바라본다,PosEnv,열망하다
한곳을 뚫어져라 바라본다,NegEnv,의심하다
한곳을 뚫어져라 바라본다,NegEnv,걱정하다
한곳을 뚫어져라 바라본다,NegEnv,불안하다
허공을 바라본다,NegEnv,그리워하다
허공을 바라본다,NegEnv,체념하다
입술에 침을 바른다,PosEnv,고소해하다
입술에 침을 바른다,NegEnv,불안하다
입술에 침을 바른다,NegEnv,당황하다
같은 행동을 반복한다,PosEnv,흥분하다
같은 행동을 반복한다,NegEnv,집착하다
같은 행동을 반복한다,NegEnv,불편하다
웅얼거린다,PosEnv,기대하다
웅얼거린다,NegEnv,실망하다
웅얼거린다,NegEnv,초조하다
웅얼거린다,NegEnv,낙담하다
앉았다 일어서기를 반복한다,PosEnv,기대하다
앉았다 일어서기를 반복한다,NegEnv,조급하다
앉았다 일어서기를 반복한다,NegEnv,초조하다
소음에 민감하게 반응한다,NegEnv,겁에 질리다
소음에 민감하게 반응한다,NegEnv,고민하다
소음에 민감하게 반응한다,NegEnv,불안하다
한 박자 느리게 반응한다,NegEnv,절망하다
한 박자 느리게 반응한다,NegEnv,충격받다
눈빛이 반짝거린다,PosEnv,즐겁다
눈빛이 반짝거린다,PosEnv,행복하다
양볼이 발그레해진다,PosEnv,좋아하다
양볼이 발그레해진다,PosEnv,쑥스럽다
안색이 밝다,PosEnv,행복하다
안색이 밝다,PosEnv,기쁘다
얼굴이 밝다,PosEnv,행복하다
얼굴이 밝다,PosEnv,기쁘다
표정이 밝다,PosEnv,기쁘다
거리를 배회한다,NegEnv,혼란스럽다
거리를 배회한다,NegEnv,불안하다
이를 갈며 말을 뱉는다,NegEnv,분노하다
씩씩거리며 돌아서 버린다,NegEnv,울분을 느끼다
씩씩거리며 돌아서 버린다,NegEnv,분개하다
뺨 위에 홍조가 번진다,PosEnv,좋아하다
뺨 위에 홍조가 번진다,PosEnv,기쁘다
뺨 위에 홍조가 번진다,PosEnv,수줍다
뺨 위에 홍조가 번진다,NegEnv,화나다
얼굴에 미소가 천천히 번진다,PosEnv,안도하다
얼굴에 미소가 천천히 번진다,PosEnv,안심하다
홍조가 번진다,PosEnv,수줍다
코를 벌름거린다,PosEnv,부러워하다
코를 벌름거린다,PosEnv,흥분하다
코를 벌름거린다,NegEnv,분노하다
코를 벌름거린다,NegEnv,시기하다
콧구멍을 벌름거린다,PosEnv,부러워하다
콧구멍을 벌름거린다,PosEnv,흥분하다
콧구멍을 벌름거린다,NegEnv,분노하다
콧구멍을 벌름거린다,NegEnv,시기하다
두 팔을 활짝 벌리다,PosEnv,도취되다
두 팔을 활짝 벌리다,PosEnv,기쁘다
멍하게 입을 벌린다,PosEnv,도취되다
멍하게 입을 벌린다,PosEnv,놀라다
멍하게 입을 벌린다,PosEnv,경탄하다
멍하게 입을 벌린다,NegEnv,충격받다
양팔을 벌린다,PosEnv,누그러지다
양팔을 벌린다,NegEnv,체념하다
팔을 벌린다,PosEnv,즐겁다
팔을 벌린다,PosEnv,행복하다
팔을 벌린다,PosEnv,흥분하다
입이 떡 벌어진다,PosEnv,놀라다
입이 떡 벌어진다,NegEnv,소름이 끼치다
입이 떡 벌어진다,NegEnv,경악하다
입이 떡 벌어진다,NegEnv,충격받다
입이 쩍 벌어진다,PosEnv,놀라다
입이 쩍 벌어진다,NegEnv,경악하다
입이 쩍 벌어진다,NegEnv,충격받다
말다툼을 벌인다,NegEnv,분노하다
말다툼을 벌인다,NegEnv,싫어하다
말다툼을 벌인다,NegEnv,의심하다
Y와 언쟁을 벌인다,NegEnv,짜증나다
Y와 언쟁을 벌인다,NegEnv,화나다
Y와 언쟁을 벌인다,NegEnv,분개하다
Y의 옷을 잡아당겨 벗겨낸다,PosEnv,욕정을 느끼다
Y의 옷을 잡아당겨 벗겨낸다,NegEnv,다급하다
Y의 옷을 잡아당겨 벗겨낸다,NegEnv,화나다
Y의 옷을 잡아당겨 벗겨낸다,NegEnv,의심하다
안경을 벗는다,NegEnv,짜증나다
안경을 벗는다,NegEnv,화나다
Y를 바라보며 옷을 벗는다,PosEnv,욕정을 느끼다
자리를 벗어난다,NegEnv,두렵다
자리를 벗어난다,NegEnv,혐오하다
자리를 벗어난다,NegEnv,체념하다
호의를 베푼다,PosEnv,좋아하다
그윽한 시선을 보낸다,PosEnv,욕정을 느끼다
강렬한 시선을 보낸다,PosEnv,욕망하다
강렬한 시선을 보낸다,NegEnv,증오하다
강렬한 시선을 보낸다,NegEnv,분개하다
Y에게 눈짓을 보낸다,PosEnv,좋아하다
Y에게 눈짓을 보낸다,PosEnv,욕정을 느끼다
Y에게 눈짓을 보낸다,NegEnv,불안하다
열렬히 박수를 보낸다,PosEnv,만족하다
열렬히 박수를 보낸다,PosEnv,감탄하다
열렬히 박수를 보낸다,PosEnv,경외심이 들다
열렬히 박수를 보낸다,NegEnv,두렵다
차가운 눈빛을 보낸다,NegEnv,애증하다
차가운 눈빛을 보낸다,NegEnv,혐오하다
차가운 눈빛을 보낸다,NegEnv,멸시하다
Y에게 메세지를 보낸다,PosEnv,좋아하다
Y에게 메세지를 보낸다,PosEnv,설레다
Y에게 메세지를 보낸다,PosEnv,기대하다
Y에게 메세지를 보낸다,NegEnv,분노하다
Y에게 메세지를 보낸다,NegEnv,외롭다
Y에게 은밀한 시선을 보낸다,PosEnv,욕정을 느끼다
Y에게 은밀한 시선을 보낸다,PosEnv,욕망하다
Y에게 은밀한 시선을 보낸다,NegEnv,불안하다
낯빛이 어둡다,NegEnv,우울하다
눈빛이 심각하다,NegEnv,의심하다
눈빛이 심각하다,NegEnv,고뇌하다
눈빛이 심각하다,NegEnv,걱정하다
몸이 오그라든 것처럼 보인다,NegEnv,위축되다
몸이 오그라든 것처럼 보인다,NegEnv,절망하다
몸이 오그라든 것처럼 보인다,NegEnv,체념하다
몸이 축 처져 보인다,NegEnv,우울하다
몸이 축 처져 보인다,NegEnv,초라하다
몸이 축 처져 보인다,NegEnv,망연자실하다
손바닥을 펴 보인다,NegEnv,분노하다
손바닥을 펴 보인다,NegEnv,화나다
손으로 엑스자를 그어 보인다,NegEnv,싫어하다
시무룩하다,NegEnv,우울하다
시무룩하다,NegEnv,체념하다
여유로운 몸가짐을 보인다,PosEnv,만족하다
여유로운 몸가짐을 보인다,PosEnv,편안하다
여유로운 몸가짐을 보인다,NegEnv,무시하다
여유로운 태도를 보인다,PosEnv,평안하다
여유로운 태도를 보인다,NegEnv,심드렁하다
잔뜩 수그린 모습을 보인다,NegEnv,우울하다
잔뜩 수그린 모습을 보인다,NegEnv,위축되다
환한 미소를 보인다,PosEnv,행복하다
환한 미소를 보인다,PosEnv,고맙다
흐리멍덩한 눈을 하고 있다,NegEnv,좌절하다
Y에게 살짝 윙크를 해 보인다,PosEnv,좋아하다
Y에게 엄지손가락을 추켜세워 보인다,PosEnv,만족하다
보채다,PosEnv,신나다
보채다,NegEnv,조급하다
보채다,NegEnv,불안하다
몸을 보호한다,NegEnv,두렵다
거울을 자주 본다,PosEnv,기대하다
거울을 자주 본다,NegEnv,불안하다
눈치를 본다,PosEnv,좋아하다
눈치를 본다,NegEnv,불안하다
먼 데를 본다,PosEnv,만족하다
먼 데를 본다,NegEnv,혼란스럽다
목을 쭉 빼고 본다,PosEnv,부러워하다
목을 쭉 빼고 본다,PosEnv,호기심이 생기다
목을 쭉 빼고 본다,NegEnv,불신하다
목을 쭉 빼고 본다,NegEnv,질투하다
빤히 마주 본다,PosEnv,좋아하다
빤히 마주 본다,NegEnv,증오하다
빤히 마주 본다,NegEnv,반항하다
자꾸 시계를 본다,PosEnv,기대하다
자꾸 시계를 본다,NegEnv,의심하다
자꾸 시계를 본다,NegEnv,주저하다
자꾸 시계를 본다,NegEnv,불안하다
흐릿한 눈으로 본다,NegEnv,망연자실하다
흐릿한 눈으로 본다,NegEnv,그리워하다
Y를 똑바로 마주 본다,PosEnv,좋아하다
Y를 똑바로 마주 본다,NegEnv,분노하다
Y를 똑바로 마주 본다,NegEnv,증오하다
Y를 똑바로 마주 본다,NegEnv,반항하다
Y의 약점을 부각한다,PosEnv,고소해하다
Y의 약점을 부각한다,NegEnv,멸시하다
Y의 약점을 부각한다,NegEnv,경멸하다
모서리에 자주 부딪친다,NegEnv,혼란스럽다
모서리에 자주 부딪친다,NegEnv,불안하다
눈알을 부라린다,NegEnv,짜증나다
눈알을 부라린다,NegEnv,화나다
눈알을 부라린다,NegEnv,경멸하다
눈을 부라린다,NegEnv,짜증나다
눈을 부라린다,NegEnv,화나다
눈을 부라린다,NegEnv,분개하다
노래를 부른다,PosEnv,즐겁다
노래를 부른다,PosEnv,신나다
노래를 부른다,PosEnv,행복하다
노래를 부른다,NegEnv,우울하다
노래를 부른다,NegEnv,쓸쓸하다
눈을 위쪽으로 부릅뜬다,PosEnv,자신감에 차다
눈을 위쪽으로 부릅뜬다,NegEnv,짜증나다
눈을 위쪽으로 부릅뜬다,NegEnv,혐오하다
눈을 위쪽으로 부릅뜬다,NegEnv,경멸하다
허세를 부린다,PosEnv,신나다
허세를 부린다,PosEnv,재미있다
허세를 부린다,NegEnv,초라하다
허세를 부린다,NegEnv,불안하다
물건을 부순다,NegEnv,분노하다
눈가가 불고 퉁퉁 부어오른다,NegEnv,우울하다
눈가가 불고 퉁퉁 부어오른다,NegEnv,슬프다
눈가가 불고 퉁퉁 부어오른다,NegEnv,그리워하다
양손으로 머리통을 부여잡는다,PosEnv,놀라다
양손으로 머리통을 부여잡는다,NegEnv,고뇌하다
움직임이 부자연스럽다,NegEnv,초조하다
움직임이 부자연스럽다,NegEnv,불안하다
손으로 부채질한다,PosEnv,쑥스럽다
손으로 부채질한다,PosEnv,긴장하다
손으로 부채질한다,NegEnv,창피하다
손으로 부채질한다,NegEnv,화나다
Y를 부추긴다,PosEnv,희망을 품다
Y를 부추긴다,PosEnv,기대하다
Y를 부추긴다,NegEnv,화나다
볼을 부풀린다,PosEnv,재미있다
볼을 부풀린다,NegEnv,불쾌하다
볼을 부풀린다,NegEnv,짜증나다
볼을 부풀린다,NegEnv,반항하다
Y를 북돋아준다,PosEnv,좋아하다
Y를 북돋아준다,PosEnv,신나다
Y를 북돋아준다,NegEnv,걱정하다
휘파람을 분다,PosEnv,만족하다
휘파람을 분다,PosEnv,평안하다
휘파람을 분다,PosEnv,기쁘다
휘파람을 분다,NegEnv,무시하다
평소보다 발음이 분명해진다,PosEnv,확신에 차다
평소보다 발음이 분명해진다,PosEnv,자부심을 느끼다
평소보다 발음이 분명해진다,NegEnv,분노하다
시선이 분주하다,NegEnv,불안하다
눈시울이 붉어진다,PosEnv,감동받다
눈시울이 붉어진다,NegEnv,슬프다
눈시울이 붉어진다,NegEnv,상처받다
얼굴이 붉어진다,PosEnv,쑥스럽다
얼굴이 붉어진다,NegEnv,창피하다
얼굴이 붉어진다,NegEnv,화나다
피부가 붉어진다,PosEnv,흥분하다
피부가 붉어진다,NegEnv,분노하다
얼굴이 붉으락푸르락한다,NegEnv,수치스럽다
얼굴이 붉으락푸르락한다,NegEnv,화나다
피부가 붉으락푸르락해진다,PosEnv,흥분하다
피부가 붉으락푸르락해진다,NegEnv,분노하다
얼굴을 붉힌다,PosEnv,수줍다
얼굴을 붉힌다,NegEnv,창피하다
팔을 몸에 바짝 붙인다,NegEnv,두렵다
팔을 몸에 바짝 붙인다,NegEnv,불안하다
신랄하게 비꼰다,NegEnv,멸시하다
신랄하게 비꼰다,NegEnv,경멸하다
장난스럽게 비꼰다,PosEnv,유쾌하다
장난스럽게 비꼰다,PosEnv,고소해하다
장난스럽게 비꼰다,PosEnv,재미있다
장난스럽게 비꼰다,NegEnv,무시하다
Y를 비난한다,PosEnv,고소해하다
Y를 비난한다,NegEnv,분노하다
Y를 비난한다,NegEnv,혐오하다
두 손을 비벼댄다,PosEnv,기대하다
두 손을 비벼댄다,PosEnv,긴장하다
두 손을 비벼댄다,NegEnv,고민하다
두 손을 비벼댄다,NegEnv,불안하다
팔을 자꾸 비벼댄다,NegEnv,불안하다
눈가를 비빈다,PosEnv,놀라다
눈가를 비빈다,NegEnv,의심하다
눈가를 비빈다,NegEnv,경악하다
손을 비빈다,PosEnv,기대하다
손을 비빈다,NegEnv,조급하다
손을 비빈다,NegEnv,초조하다
손을 얼굴에 대고 비빈다,NegEnv,유감스럽다
손을 얼굴에 대고 비빈다,NegEnv,애석하다
자신의 턱으로 Y의 얼굴을 비빈다,PosEnv,좋아하다
자신의 턱으로 Y의 얼굴을 비빈다,NegEnv,슬프다
비아냥거린다,NegEnv,혐오하다
비아냥거린다,NegEnv,반항하다
비아냥거린다,NegEnv,멸시하다
Y를 비웃는다,PosEnv,고소해하다
Y를 비웃는다,PosEnv,기쁘다
Y를 비웃는다,NegEnv,멸시하다
Y를 비웃는다,NegEnv,경멸하다
몸을 비튼다,NegEnv,부끄럽다
상체를 비튼다,PosEnv,재미있다
상체를 비튼다,NegEnv,역겨워하다
자신의 팔목을 비튼다,NegEnv,초라하다
자신의 팔목을 비튼다,NegEnv,불안하다
Y의 팔을 확 비튼다,NegEnv,분노하다
Y의 팔을 확 비튼다,NegEnv,증오하다
빈정거린다,NegEnv,불신하다
빈정거린다,NegEnv,멸시하다
빈정거린다,NegEnv,경멸하다
