Head,Rel,Tail
자꾸 자신의 머리카락을 잡아당긴다,NegEnv,짜증나다
잔뜩 눈살을 찌푸려 이마에 주름이 잡힌다,NegEnv,혐오하다
잔뜩 눈살을 찌푸려 이마에 주름이 잡힌다,NegEnv,짜증나다
잔뜩 눈살을 찌푸려 이마에 주름이 잡힌다,NegEnv,걱정하다
반응이 잦아든다,PosEnv,안정을 찾다
반응이 잦아든다,NegEnv,체념하다
흡연이 잦아진다,NegEnv,걱정하다
흡연이 잦아진다,NegEnv,초조하다
흡연이 잦아진다,NegEnv,불안하다
Y를 재촉한다,PosEnv,신나다
Y를 재촉한다,PosEnv,흥분하다
Y를 재촉한다,NegEnv,짜증나다
잘못을 저격한다,NegEnv,슬프다
잘못을 저격한다,NegEnv,혐오하다
실수를 자주 저지른다,NegEnv,분노하다
실수를 자주 저지른다,NegEnv,좌절하다
손가락으로 허공에 뭔가를 적는다,PosEnv,신나다
손가락으로 허공에 뭔가를 적는다,NegEnv,고민하다
말수가 적다,PosEnv,수줍다
말수가 적다,NegEnv,우울하다
평소보다 말수가 적어진다,PosEnv,평안하다
평소보다 말수가 적어진다,NegEnv,우울하다
평소보다 말수가 적어진다,NegEnv,걱정하다
평소보다 말수가 적어진다,NegEnv,불안하다
Y에게 고마움을 전한다,PosEnv,만족하다
Y에게 고마움을 전한다,PosEnv,고맙다
Y에게 전화한다,PosEnv,희망에 차다
Y에게 전화한다,PosEnv,흥분하다
Y에게 전화한다,NegEnv,절박하다
Y에게 전화한다,NegEnv,외롭다
조심스럽게 접근한다,PosEnv,희망을 가지다
조심스럽게 접근한다,NegEnv,걱정하다
조심스럽게 셔츠의 깃을 접는다,NegEnv,창피하다
조심스럽게 셔츠의 깃을 접는다,NegEnv,수치스럽다
몸을 반으로 접다,PosEnv,존경하다
몸을 반으로 접다,PosEnv,경외심이 들다
몸을 반으로 접다,NegEnv,망연자실하다
정색한다,NegEnv,짜증나다
정색한다,NegEnv,화나다
손바닥이 땀에 젖는다,PosEnv,기대하다
손바닥이 땀에 젖는다,PosEnv,긴장하다
손바닥이 땀에 젖는다,NegEnv,걱정하다
손바닥이 땀에 젖는다,NegEnv,불안하다
손바닥이 땀에 젖는다,NegEnv,긴장하다
손바닥이 땀으로 축축이 젖는다,PosEnv,기대하다
손바닥이 땀으로 축축이 젖는다,PosEnv,긴장하다
손바닥이 땀으로 축축이 젖는다,NegEnv,걱정하다
손바닥이 땀으로 축축이 젖는다,NegEnv,불안하다
손바닥이 땀으로 축축이 젖는다,NegEnv,긴장하다
고개를 뒤로 젖힌다,PosEnv,놀라다
고개를 뒤로 젖힌다,NegEnv,위축되다
고개를 뒤로 젖힌다,NegEnv,초라하다
고개를 뒤로 젖힌다,NegEnv,혐오하다
머리를 뒤로 젖힌다,PosEnv,평안하다
머리를 뒤로 젖힌다,PosEnv,안심하다
머리를 뒤로 젖힌다,NegEnv,무시하다
상체를 뒤로 젖힌다,PosEnv,평안하다
상체를 뒤로 젖힌다,PosEnv,기쁘다
상체를 뒤로 젖힌다,NegEnv,애석하다
상체를 뒤로 젖힌다,NegEnv,혐오하다
조롱한다,PosEnv,고소해하다
조롱한다,PosEnv,기쁘다
조롱한다,NegEnv,분노하다
조롱한다,NegEnv,좌절하다
Y의 목을 조른다,NegEnv,분노하다
Y의 목을 조른다,NegEnv,증오하다
말이 없고 조용하다,PosEnv,안정을 찾다
말이 없고 조용하다,NegEnv,우울하다
갑자기 조용해진다,PosEnv,긴장하다
갑자기 조용해진다,NegEnv,긴장하다
갑자기 조용해진다,NegEnv,소름이 끼치다
갑자기 조용해진다,NegEnv,경계하다
호흡을 조절한다,PosEnv,흥분하다
호흡을 조절한다,NegEnv,두렵다
Y와 거리를 좁힌다,PosEnv,좋아하다
Y와 거리를 좁힌다,PosEnv,호기심이 생기다
Y와 거리를 좁힌다,NegEnv,의심하다
Y와 거리를 좁힌다,NegEnv,화나다
종종거린다,PosEnv,설레다
종종거린다,PosEnv,기대하다
종종거린다,PosEnv,긴장하다
종종거린다,NegEnv,긴장하다
안색이 좋다,PosEnv,행복하다
행사를 주도한다,PosEnv,만족하다
행사를 주도한다,PosEnv,즐겁다
대화를 주도해간다,PosEnv,편안하다
목을 주무른다,NegEnv,불안하다
무릎을 주무른다,NegEnv,절망하다
무릎을 주무른다,NegEnv,불안하다
팔목을 주무른다,PosEnv,평안하다
팔목을 주무른다,NegEnv,불안하다
Y의 어깨를 주물러준다,PosEnv,좋아하다
Y의 어깨를 주물러준다,NegEnv,걱정하다
팔짱을 끼고 자신의 팔뚝을 주물럭거린다,PosEnv,쑥스럽다
팔짱을 끼고 자신의 팔뚝을 주물럭거린다,NegEnv,심드렁하다
날카롭게 주시한다,NegEnv,거슬리다
살며시 고개를 주억거린다,PosEnv,존경하다
살며시 고개를 주억거린다,PosEnv,수긍하다
살며시 고개를 주억거린다,NegEnv,긴장하다
서둘러 고개를 주억거린다,PosEnv,희망을 가지다
서둘러 고개를 주억거린다,NegEnv,겁에 질리다
천천히 고개를 주억거린다,PosEnv,수긍하다
천천히 고개를 주억거린다,NegEnv,체념하다
바닥에 털썩 주저앉는다,PosEnv,안도하다
바닥에 털썩 주저앉는다,PosEnv,안심하다
바닥에 털썩 주저앉는다,NegEnv,충격받다
양손으로 얼굴을 감싼 채 주저앉는다,PosEnv,감동받다
양손으로 얼굴을 감싼 채 주저앉는다,NegEnv,슬프다
양손으로 얼굴을 감싼 채 주저앉는다,NegEnv,망연자실하다
의자에 털썩 주저앉는다,PosEnv,안도하다
의자에 털썩 주저앉는다,PosEnv,안심하다
의자에 털썩 주저앉는다,PosEnv,감동받다
의자에 털썩 주저앉는다,NegEnv,실망하다
의자에 털썩 주저앉는다,NegEnv,걱정하다
의자에 털썩 주저앉는다,NegEnv,낙담하다
철퍼덕 주저앉는다,PosEnv,놀라다
철퍼덕 주저앉는다,NegEnv,두렵다
철퍼덕 주저앉는다,NegEnv,경악하다
철퍼덕 주저앉는다,NegEnv,충격받다
주저한다,PosEnv,쑥스럽다
주저한다,NegEnv,의심하다
주저한다,NegEnv,두렵다
주절거린다,PosEnv,신나다
주절거린다,PosEnv,놀라다
주절거린다,NegEnv,조급하다
주절거린다,NegEnv,당황하다
욕을 주절거린다,NegEnv,분개하다
욕을 주절거린다,NegEnv,억울하다
욕을 주절거린다,NegEnv,시기하다
울먹이며 혼잣말을 주절거린다,PosEnv,안도하다
울먹이며 혼잣말을 주절거린다,NegEnv,슬프다
울먹이며 혼잣말을 주절거린다,NegEnv,자책하다
울먹이며 혼잣말을 주절거린다,NegEnv,절망하다
주춤한다,PosEnv,놀라다
주춤한다,NegEnv,주저하다
주춤한다,NegEnv,불안하다
주춤한다,NegEnv,당황하다
눈의 깜빡거림이 줄어든다,PosEnv,평안하다
눈의 깜빡거림이 줄어든다,NegEnv,혼란스럽다
눈의 깜빡거림이 줄어든다,NegEnv,경악하다
눈의 깜빡거림이 줄어든다,NegEnv,충격받다
활동성이 줄어든다,NegEnv,우울하다
활동성이 줄어든다,NegEnv,체념하다
뭔가를 하려다가 중단한다,PosEnv,놀라다
뭔가를 하려다가 중단한다,NegEnv,충격받다
중얼거린다,NegEnv,걱정하다
중얼거린다,NegEnv,불안하다
입술을 쥐어뜯는다,NegEnv,화나다
머리를 감싸 쥔다,NegEnv,짜증나다
머리를 감싸 쥔다,NegEnv,낙담하다
손을 꽉 쥔다,PosEnv,좋아하다
손을 꽉 쥔다,PosEnv,유대감을 느끼다
손을 꽉 쥔다,NegEnv,애증하다
주먹을 꽉 쥔다,PosEnv,자신감에 차다
주먹을 꽉 쥔다,NegEnv,분노하다
주먹을 꽉 쥔다,NegEnv,화나다
주먹을 불끈 쥔다,PosEnv,자신감에 차다
주먹을 불끈 쥔다,NegEnv,분노하다
주먹을 쥔다,PosEnv,자신감에 차다
주먹을 쥔다,NegEnv,짜증나다
주먹을 쥔다,NegEnv,혐오하다
코를 감싸 쥔다,NegEnv,싫어하다
코를 감싸 쥔다,NegEnv,경멸하다
흉기가 될 만한 것을 손에 쥔다,PosEnv,흥분하다
흉기가 될 만한 것을 손에 쥔다,NegEnv,분개하다
말을 지껄인다,PosEnv,신나다
말을 지껄인다,NegEnv,짜증나다
말을 지껄인다,NegEnv,불안하다
이불에 푹 파묻혀 지낸다,PosEnv,평안하다
이불에 푹 파묻혀 지낸다,NegEnv,우울하다
이불에 푹 파묻혀 지낸다,NegEnv,두렵다
뒷짐을 진다,PosEnv,만족하다
뒷짐을 진다,PosEnv,평안하다
뒷짐을 진다,NegEnv,심드렁하다
고함을 지른다,NegEnv,분노하다
고함을 지른다,NegEnv,짜증나다
괴성을 지른다,PosEnv,놀라다
괴성을 지른다,PosEnv,흥분하다
괴성을 지른다,NegEnv,분노하다
소리 지른다,PosEnv,행복하다
소리 지른다,PosEnv,신나다
소리 지른다,NegEnv,분개하다
소리 지른다,NegEnv,절망하다
소리 지른다,NegEnv,억울하다
함성을 지른다,PosEnv,신나다
함성을 지른다,PosEnv,기쁘다
함성을 지른다,PosEnv,안심하다
환호성을 지른다,PosEnv,행복하다
환호성을 지른다,PosEnv,신나다
환호성을 지른다,PosEnv,기쁘다
얼굴에 표정이 지워진다,NegEnv,고뇌하다
얼굴에 표정이 지워진다,NegEnv,충격받다
Y를 지지한다,PosEnv,좋아하다
Y를 지지한다,PosEnv,존경하다
Y를 지지한다,NegEnv,두렵다
묵묵히 지켜본다,PosEnv,만족하다
묵묵히 지켜본다,NegEnv,체념하다
안색이 하얗게 질린다,NegEnv,경악하다
말에 집중한다,PosEnv,흥미롭다
말에 집중한다,PosEnv,존경하다
말에 집중한다,NegEnv,긴장하다
Y에 집중한다,PosEnv,좋아하다
Y에 집중한다,NegEnv,외롭다
손톱에 집착한다,NegEnv,불안하다
눈을 꾹꾹 짓누른다,NegEnv,혼란스럽다
자신의 다리를 주먹으로 짓누른다,NegEnv,초조하다
자신의 다리를 주먹으로 짓누른다,NegEnv,불안하다
굳은 미소를 짓는다,NegEnv,화나다
너털웃음을 짓는다,PosEnv,유쾌하다
너털웃음을 짓는다,PosEnv,재미있다
맥 빠진 표정을 짓는다,NegEnv,낙담하다
무덤덤한 표정을 짓는다,NegEnv,심드렁하다
무덤덤한 표정을 짓는다,NegEnv,체념하다
미소를 자주 짓는다,PosEnv,만족하다
미소를 자주 짓는다,PosEnv,누그러지다
미소를 자주 짓는다,NegEnv,체념하다
부자연스러운 미소를 짓는다,PosEnv,놀라다
부자연스러운 미소를 짓는다,NegEnv,의심하다
부자연스러운 미소를 짓는다,NegEnv,걱정하다
부자연스러운 미소를 짓는다,NegEnv,시기하다
빙그레 미소 짓는다,PosEnv,만족하다
빙그레 미소 짓는다,PosEnv,통쾌하다
빙그레 미소 짓는다,PosEnv,재미있다
빙그레 미소 짓는다,NegEnv,무시하다
사색에 잠긴 표정을 짓는다,NegEnv,고뇌하다
생각에 잠겨 엷은 미소를 짓는다,PosEnv,좋아하다
생각에 잠겨 엷은 미소를 짓는다,NegEnv,아쉽다
생각에 잠겨 엷은 미소를 짓는다,NegEnv,그리워하다
섹시한 포즈를 짓는다,PosEnv,자부심을 느끼다
섹시한 포즈를 짓는다,PosEnv,흥분하다
싸늘한 미소를 짓는다,NegEnv,동정하다
약간 찡그리는 듯한 표정을 짓는다,PosEnv,긴장하다
약간 찡그리는 듯한 표정을 짓는다,NegEnv,불안하다
약간 찡그리는 듯한 표정을 짓는다,NegEnv,긴장하다
억지웃음을 짓는다,NegEnv,우울하다
언뜻 정중해 보이는 미소를 짓는다,PosEnv,편안하다
언뜻 정중해 보이는 미소를 짓는다,NegEnv,짜증나다
엷은 미소를 짓는다,PosEnv,좋아하다
엷은 미소를 짓는다,PosEnv,만족하다
울상을 짓는다,NegEnv,걱정하다
울상을 짓는다,NegEnv,불안하다
일그러진 웃음을 짓는다,NegEnv,질투하다
장난기 있는 표정을 짓는다,PosEnv,유쾌하다
장난기 있는 표정을 짓는다,PosEnv,재미있다
재미난 표정을 짓는다,PosEnv,유쾌하다
재미난 표정을 짓는다,PosEnv,재미있다
조소를 짓는다,PosEnv,기쁘다
차가운 미소를 짓는다,NegEnv,무시하다
차가운 미소를 짓는다,NegEnv,경멸하다
치아가 다 드러나게 미소를 짓는다,PosEnv,행복하다
치아가 다 드러나게 미소를 짓는다,PosEnv,기쁘다
퉁명스러운 미소를 짓는다,NegEnv,짜증나다
퉁명스러운 미소를 짓는다,NegEnv,불편하다
풀죽은 표정을 짓는다,NegEnv,슬프다
풀죽은 표정을 짓는다,NegEnv,낙담하다
험상궂은 표정을 짓는다,NegEnv,분노하다
희미한 미소를 짓는다,PosEnv,만족하다
희미한 미소를 짓는다,PosEnv,누그러지다
희미한 미소를 짓는다,NegEnv,슬프다
희미한 미소를 짓는다,NegEnv,그리워하다
힘없는 미소를 짓는다,PosEnv,누그러지다
힘없는 미소를 짓는다,NegEnv,쓸쓸하다
힘없는 미소를 짓는다,NegEnv,실망하다
여유로운 미소를 짓는다,PosEnv,만족하다
여유로운 미소를 짓는다,PosEnv,자부심을 느끼다
여유로운 미소를 짓는다,PosEnv,기쁘다
쓴웃음을 짓는다,NegEnv,좌절하다
힘들어하는 표정을 짓는다,NegEnv,우울하다
힘들어하는 표정을 짓는다,NegEnv,슬프다
입술을 짓씹는다,NegEnv,불안하다
징징거리다,PosEnv,쑥스럽다
징징거리다,NegEnv,조급하다
징징거리다,NegEnv,초조하다
손으로 관자놀이를 짚는다,NegEnv,갑갑하다
손으로 관자놀이를 짚는다,NegEnv,낙담하다
손으로 이마를 짚는다,PosEnv,놀라다
손으로 이마를 짚는다,NegEnv,짜증나다
손으로 이마를 짚는다,NegEnv,답답하다
손으로 이마를 짚는다,NegEnv,충격받다
손을 허리에 짚는다,PosEnv,자신감이 있다
손을 허리에 짚는다,NegEnv,화나다
어깨를 짚어준다,PosEnv,만족하다
어깨를 짚어준다,PosEnv,기쁘다
어깨를 짚어준다,NegEnv,걱정하다
말이 짧아진다,PosEnv,흥분하다
말이 짧아진다,NegEnv,짜증나다
말이 짧아진다,NegEnv,경멸하다
귀를 쫑긋거린다,PosEnv,관심을 가지다
귀를 쫑긋거린다,PosEnv,신나다
귀를 쫑긋거린다,PosEnv,재미있다
귀를 쫑긋거린다,NegEnv,불안하다
쭈뼛거린다,PosEnv,놀라다
쭈뼛거린다,PosEnv,긴장하다
쭈뼛거린다,NegEnv,초라하다
쭈뼛거린다,NegEnv,긴장하다
쭈뼛거린다,NegEnv,당황하다
물건을 찌그러뜨린다,NegEnv,분노하다
물건을 찌그러뜨린다,NegEnv,짜증나다
물건을 찌그러뜨린다,NegEnv,혐오하다
눈살을 찌푸린다,NegEnv,의심하다
눈살을 찌푸린다,NegEnv,짜증나다
눈살을 찌푸린다,NegEnv,조급하다
미간을 찌푸린다,NegEnv,의심하다
미간을 찌푸린다,NegEnv,혐오하다
미간을 찌푸린다,NegEnv,거슬리다
얼굴을 찌푸린다,NegEnv,짜증나다
얼굴을 찌푸린다,NegEnv,혐오하다
눈물을 찔끔거린다,PosEnv,유쾌하다
눈물을 찔끔거린다,PosEnv,놀라다
눈물을 찔끔거린다,NegEnv,슬프다
눈물을 찔끔거린다,NegEnv,두렵다
눈물을 찔끔거린다,NegEnv,상처받다
눈썹을 찡그린다,NegEnv,짜증나다
눈썹을 찡그린다,NegEnv,역겨워하다
눈을 가늘게 뜨고 찡그린다,NegEnv,짜증나다
눈을 가늘게 뜨고 찡그린다,NegEnv,혐오하다
눈을 가늘게 뜨고 찡그린다,NegEnv,멸시하다
눈을 찡그린다,PosEnv,욕정을 느끼다
눈을 찡그린다,NegEnv,짜증나다
눈을 찡그린다,NegEnv,혐오하다
얼굴을 찡그린다,NegEnv,싫어하다
코를 찡그린다,NegEnv,의심하다
서류를 찢는다,NegEnv,분노하다
발로 찬다,PosEnv,즐겁다
발로 찬다,PosEnv,유쾌하다
발로 찬다,NegEnv,고민하다
발로 찬다,NegEnv,불안하다
손에 땀이 찬다,PosEnv,기대하다
손에 땀이 찬다,PosEnv,긴장하다
손에 땀이 찬다,NegEnv,걱정하다
손에 땀이 찬다,NegEnv,불안하다
손에 땀이 찬다,NegEnv,긴장하다
혀를 찬다,NegEnv,동정하다
혀를 찬다,NegEnv,무시하다
미소를 지으려다 애써 참는다,NegEnv,걱정하다
숨을 오래 참는다,NegEnv,우울하다
숨을 오래 참는다,NegEnv,두렵다
얼굴이 창백하다,NegEnv,겁에 질리다
숨을 곳을 찾는다,PosEnv,부끄럽다
숨을 곳을 찾는다,NegEnv,두렵다
휴지를 찾는다,NegEnv,슬프다
밤늦게 Y를 찾아간다,PosEnv,신뢰하다
밤늦게 Y를 찾아간다,PosEnv,흥분하다
밤늦게 Y를 찾아간다,NegEnv,분노하다
밤늦게 Y를 찾아간다,NegEnv,화나다
Y를 찾아간다,PosEnv,좋아하다
Y를 찾아간다,NegEnv,분노하다
Y를 찾아간다,NegEnv,걱정하다
Y를 찾아본다,PosEnv,좋아하다
Y를 찾아본다,NegEnv,의심하다
Y를 찾아본다,NegEnv,그리워하다
조용히 처신한다,PosEnv,평안하다
조용히 처신한다,NegEnv,두렵다
눈꼬리가 처진다,NegEnv,우울하다
눈꼬리가 처진다,NegEnv,슬프다
눈꼬리가 처진다,NegEnv,초라하다
입꼬리가 처진다,PosEnv,부러워하다
입꼬리가 처진다,NegEnv,시기하다
기절한 척한다,PosEnv,흥분하다
기절한 척한다,NegEnv,창피하다
기절한 척한다,NegEnv,두렵다
따분한 척한다,PosEnv,유쾌하다
따분한 척한다,PosEnv,재미있다
따분한 척한다,NegEnv,무시하다
따분한 척한다,NegEnv,경멸하다
몸을 떠는 척한다,NegEnv,심드렁하다
뾰로통한 척한다,PosEnv,고소해하다
뾰로통한 척한다,PosEnv,기쁘다
뾰로통한 척한다,NegEnv,삐지다
땅만 쳐다본다,NegEnv,우울하다
땅만 쳐다본다,NegEnv,절망하다
땅만 쳐다본다,NegEnv,초라하다
문을 자꾸 쳐다본다,PosEnv,기대하다
문을 자꾸 쳐다본다,NegEnv,걱정하다
문을 자꾸 쳐다본다,NegEnv,불안하다
시계를 계속 쳐다본다,PosEnv,기대하다
시계를 계속 쳐다본다,PosEnv,긴장하다
시계를 계속 쳐다본다,NegEnv,초조하다
마구 고함을 쳐댄다,NegEnv,분개하다
마구 고함을 쳐댄다,NegEnv,울분을 느끼다
마구 고함을 쳐댄다,NegEnv,억울하다
심하게 몸부림을 쳐댄다,NegEnv,저항하다
심하게 몸부림을 쳐댄다,NegEnv,짜증나다
심하게 몸부림을 쳐댄다,NegEnv,화나다
Y를 사적 공간에 초대한다,PosEnv,좋아하다
Y를 사적 공간에 초대한다,PosEnv,존경하다
Y를 사적 공간에 초대한다,PosEnv,친밀감을 느끼다
눈망울이 초롱초롱하다,PosEnv,좋아하다
눈망울이 초롱초롱하다,PosEnv,희망을 가지다
눈이 초롱초롱하다,PosEnv,즐겁다
눈이 초롱초롱하다,PosEnv,행복하다
겨우 몸을 추스른다,PosEnv,안심하다
겨우 몸을 추스른다,NegEnv,망연자실하다
안경을 추켜올린다,PosEnv,흥미를 가지다
안경을 추켜올린다,NegEnv,의심하다
안경을 추켜올린다,NegEnv,불편하다
엄지를 추켜올린다,PosEnv,만족하다
엄지를 추켜올린다,PosEnv,감탄하다
엄지를 추켜올린다,PosEnv,재미있다
엄지를 추켜올린다,NegEnv,비꼬다
입술을 축인다,PosEnv,기대하다
입술을 축인다,NegEnv,긴장하다
자주 목을 축인다,PosEnv,긴장하다
자주 목을 축인다,NegEnv,불안하다
자주 목을 축인다,NegEnv,긴장하다
춤을 춘다,PosEnv,즐겁다
춤을 춘다,PosEnv,신나다
눈이 충혈된다,NegEnv,불안하다
기도하는 자세를 취한다,PosEnv,희망을 품다
기도하는 자세를 취한다,PosEnv,간절하다
기도하는 자세를 취한다,NegEnv,분노하다
기도하는 자세를 취한다,NegEnv,불안하다
술에 취한다,PosEnv,즐겁다
술에 취한다,PosEnv,유쾌하다
술에 취한다,PosEnv,신나다
술에 취한다,NegEnv,절망하다
술에 취한다,NegEnv,낙담하다
요염한 자세를 취한다,PosEnv,욕정을 느끼다
요염한 자세를 취한다,PosEnv,자부심을 느끼다
요염한 자세를 취한다,PosEnv,흥분하다
엄지손가락을 치켜든다,PosEnv,만족하다
엄지손가락을 치켜든다,PosEnv,자부심을 느끼다
엄지손가락을 치켜든다,PosEnv,흥분하다
엄지손가락을 치켜든다,NegEnv,무시하다
주먹을 위로 치켜든다,NegEnv,화나다
하늘에 주먹을 치켜든다,PosEnv,고소해하다
하늘에 주먹을 치켜든다,NegEnv,분노하다
눈썹을 치켜뜬다,PosEnv,좋아하다
눈썹을 치켜뜬다,NegEnv,짜증나다
눈썹을 치켜뜬다,NegEnv,혐오하다
눈을 치켜뜬다,NegEnv,짜증나다
눈을 치켜뜬다,NegEnv,반항하다
가벼운 장난을 친다,PosEnv,친밀감을 느끼다
가슴을 친다,PosEnv,흥분하다
가슴을 친다,NegEnv,화나다
가슴을 친다,NegEnv,울분을 느끼다
가슴을 친다,NegEnv,분개하다
몸서리를 친다,PosEnv,희열을 느끼다
몸서리를 친다,NegEnv,두렵다
몸서리를 친다,NegEnv,소름이 끼치다
무릎을 탁 친다,PosEnv,만족하다
무릎을 탁 친다,PosEnv,희열을 느끼다
무릎을 탁 친다,NegEnv,답답하다
손뼉을 친다,PosEnv,고소해하다
손뼉을 친다,PosEnv,신나다
이마를 탁 친다,PosEnv,희열을 느끼다
이마를 탁 친다,NegEnv,답답하다
이마를 탁 친다,NegEnv,실망하다
장난을 친다,PosEnv,좋아하다
장난을 친다,PosEnv,유쾌하다
장난을 친다,NegEnv,무시하다
주먹으로 가슴을 친다,NegEnv,슬프다
진저리를 친다,PosEnv,쑥스럽다
진저리를 친다,NegEnv,수치스럽다
진저리를 친다,NegEnv,끔찍하다
진저리를 친다,NegEnv,소름이 끼치다
코웃음 친다,NegEnv,무시하다
코웃음 친다,NegEnv,경멸하다
헹가래 친다,PosEnv,신나다
헹가래 친다,PosEnv,흥분하다
Y의 뺨을 친다,PosEnv,흥분하다
Y의 뺨을 친다,NegEnv,분노하다
Y의 어깨를 탁하고 친다,NegEnv,싫어하다
침묵한다,PosEnv,쑥스럽다
침묵한다,NegEnv,절망하다
침묵한다,NegEnv,자책하다
Y를 칭찬한다,PosEnv,좋아하다
Y를 칭찬한다,PosEnv,만족하다
Y를 칭찬한다,PosEnv,기쁘다
Y를 칭찬한다,NegEnv,걱정하다
집요하게 캐묻는다,PosEnv,관심이 있다
집요하게 캐묻는다,NegEnv,의심하다
집요하게 캐묻는다,NegEnv,경계하다
눈이 커진다,PosEnv,호기심이 생기다
눈이 커진다,PosEnv,놀라다
눈이 커진다,NegEnv,경악하다
눈이 커진다,NegEnv,충격받다
목소리가 갑자기 커진다,PosEnv,유쾌하다
목소리가 갑자기 커진다,PosEnv,신나다
목소리가 갑자기 커진다,NegEnv,분개하다
목소리가 갑자기 커진다,NegEnv,당황하다
목소리가 커진다,PosEnv,즐겁다
목소리가 커진다,PosEnv,신나다
목소리가 커진다,PosEnv,행복하다
목소리가 커진다,NegEnv,짜증나다
목소리가 커진다,NegEnv,화나다
기지개를 켠다,PosEnv,평안하다
기지개를 켠다,NegEnv,심드렁하다
키득거린다,PosEnv,유쾌하다
키득거린다,PosEnv,고소해하다
키득거린다,PosEnv,재미있다
키득거린다,NegEnv,멸시하다
아무 때나 울음을 터뜨린다,NegEnv,우울하다
아무 때나 울음을 터뜨린다,NegEnv,상처받다
아무 때나 울음을 터뜨린다,NegEnv,그리워하다
울음을 터뜨린다,PosEnv,안도하다
울음을 터뜨린다,PosEnv,감동받다
울음을 터뜨린다,NegEnv,슬프다
울음을 터뜨린다,NegEnv,겁에 질리다
울음을 터뜨린다,NegEnv,그리워하다
웃음을 터뜨린다,PosEnv,기쁘다
자주 웃음을 터뜨린다,PosEnv,즐겁다
자주 웃음을 터뜨린다,PosEnv,행복하다
폭소를 터뜨린다,PosEnv,유쾌하다
폭소를 터뜨린다,PosEnv,신나다
폭소를 터뜨린다,PosEnv,흥분하다
허탈해하는 웃음을 터뜨린다,NegEnv,망연자실하다
힘없이 손을 턴다,NegEnv,절망하다
힘없이 손을 턴다,NegEnv,체념하다
Y에게 털어놓는다,PosEnv,안도하다
Y에게 털어놓는다,PosEnv,안정을 찾다
Y에게 털어놓는다,NegEnv,두렵다
Y에게 털어놓는다,NegEnv,자책하다
Y의 등을 토닥거려준다,PosEnv,좋아하다
Y의 등을 토닥거려준다,NegEnv,동정하다
Y의 등을 토닥거려준다,NegEnv,걱정하다
Y의 어깨를 토닥거린다,PosEnv,좋아하다
Y의 어깨를 토닥거린다,NegEnv,동정하다
어깨를 토닥인다,PosEnv,누그러지다
어깨를 토닥인다,NegEnv,아쉽다
어깨를 토닥인다,NegEnv,애석하다
어깨를 토닥인다,NegEnv,체념하다
팔을 토닥인다,PosEnv,누그러지다
팔을 토닥인다,NegEnv,동정하다
투덜거린다,NegEnv,짜증나다
투덜거린다,NegEnv,질투하다
쉬지 않고 투덜댄다,NegEnv,슬프다
쉬지 않고 투덜댄다,NegEnv,혐오하다
눈이 앞으로 튀어나온다,PosEnv,놀라다
눈이 앞으로 튀어나온다,NegEnv,경악하다
눈이 앞으로 튀어나온다,NegEnv,충격받다
